timestamp_s,x_m,y_m,speed_kmh,heading_rad
36.400,29.1981,272.4634,36.480,1.39253
36.420,29.2348,272.6639,36.695,1.38957
36.440,29.2723,272.8651,36.832,1.38661
36.460,29.3105,273.0667,36.937,1.38364
36.480,29.3490,273.2670,36.707,1.38068
36.500,29.3879,273.4660,36.506,1.37771
36.520,29.4276,273.6657,36.654,1.37474
36.540,29.4680,273.8660,36.770,1.37177
36.560,29.5091,274.0666,36.863,1.36880
36.580,29.5509,274.2680,37.015,1.36583
36.600,29.5933,274.4686,36.915,1.36286
36.620,29.6363,274.6697,37.017,1.35989
36.640,29.6798,274.8697,36.839,1.35692
36.660,29.7238,275.0696,36.850,1.35394
36.680,29.7687,275.2703,37.017,1.35097
36.700,29.8140,275.4702,36.895,1.34799
36.720,29.8603,275.6719,37.247,1.34501
36.740,29.9075,275.8746,37.451,1.34203
36.760,29.9556,276.0784,37.698,1.33905
36.780,30.0042,276.2819,37.660,1.33607
36.800,30.0532,276.4839,37.410,1.33309
36.820,30.1025,276.6850,37.284,1.33011
36.840,30.1526,276.8866,37.384,1.32713
36.860,30.2033,277.0877,37.333,1.32414
36.880,30.2547,277.2894,37.463,1.32116
36.900,30.3068,277.4911,37.490,1.31817
36.920,30.3593,277.6920,37.384,1.31519
36.940,30.4126,277.8937,37.552,1.31220
36.960,30.4669,278.0965,37.796,1.30921
36.980,30.5216,278.2985,37.664,1.30623
37.000,30.5771,278.5008,37.756,1.30324
37.020,30.6332,278.7030,37.784,1.30025
37.040,30.6900,278.9054,37.835,1.29726
37.060,30.7473,279.1075,37.816,1.29427
37.080,30.8049,279.3083,37.590,1.29128
37.100,30.8636,279.5102,37.844,1.28829
37.120,30.9225,279.7109,37.656,1.28529
37.140,30.9817,279.9106,37.500,1.28230
37.160,31.0418,280.1108,37.618,1.27931
37.180,31.1025,280.3110,37.650,1.27631
37.200,31.1636,280.5102,37.507,1.27332
37.220,31.2251,280.7086,37.388,1.27033
37.240,31.2871,280.9067,37.360,1.26733
37.260,31.3496,281.1041,37.281,1.26434
37.280,31.4129,281.3020,37.398,1.26134
37.300,31.4764,281.4986,37.188,1.25834
37.320,31.5406,281.6954,37.254,1.25535
37.340,31.6058,281.8934,37.529,1.25235
37.360,31.6718,282.0914,37.565,1.24935
37.380,31.7380,282.2884,37.405,1.24635
37.400,31.8046,282.4844,37.275,1.24336
37.420,31.8718,282.6804,37.283,1.24036
37.440,31.9394,282.8755,37.171,1.23736
37.460,32.0080,283.0716,37.393,1.23436
37.480,32.0766,283.2657,37.062,1.23136
37.500,32.1462,283.4612,37.357,1.22836
37.520,32.2158,283.6546,36.992,1.22536
37.540,32.2860,283.8477,36.985,1.22236
37.560,32.3563,284.0396,36.790,1.21937
37.580,32.4276,284.2321,36.938,1.21637
37.600,32.4991,284.4236,36.798,1.21337
37.620,32.5708,284.6138,36.594,1.21037
37.640,32.6429,284.8035,36.533,1.20737
37.660,32.7155,284.9926,36.459,1.20437
37.680,32.7879,285.1797,36.111,1.20137
37.700,32.8611,285.3670,36.193,1.19837
37.720,32.9340,285.5519,35.762,1.19537
37.740,33.0078,285.7376,35.974,1.19237
37.760,33.0821,285.9227,35.914,1.18937
37.780,33.1573,286.1086,36.086,1.18637
37.800,33.2328,286.2937,35.978,1.18337
37.820,33.3085,286.4778,35.835,1.18037
37.840,33.3851,286.6622,35.952,1.17737
37.860,33.4620,286.8459,35.847,1.17437
37.880,33.5389,287.0280,35.569,1.17137
37.900,33.6162,287.2097,35.553,1.16837
37.920,33.6936,287.3900,35.305,1.16537
37.940,33.7715,287.5700,35.303,1.16237
37.960,33.8504,287.7510,35.551,1.15937
37.980,33.9304,287.9327,35.724,1.15638
38.000,34.0108,288.1141,35.725,1.15338
38.020,34.0918,288.2951,35.695,1.15038
38.040,34.1731,288.4756,35.638,1.14738
38.060,34.2547,288.6553,35.523,1.14439
38.080,34.3370,288.8351,35.587,1.14139
38.100,34.4198,289.0144,35.558,1.13839
38.120,34.5030,289.1932,35.490,1.13540
38.140,34.5868,289.3720,35.538,1.13240
38.160,34.6703,289.5486,35.175,1.12941
38.180,34.7551,289.7268,35.527,1.12641
38.200,34.8408,289.9054,35.641,1.12342
38.220,34.9264,290.0824,35.390,1.12042
38.240,35.0125,290.2592,35.410,1.11743
38.260,35.0987,290.4348,35.207,1.11444
38.280,35.1852,290.6096,35.110,1.11145
38.300,35.2718,290.7834,34.949,1.10846
38.320,35.3594,290.9579,35.146,1.10546
38.340,35.4467,291.1304,34.800,1.10247
38.360,35.5343,291.3024,34.736,1.09948
38.380,35.6217,291.4726,34.439,1.09649
38.400,35.7096,291.6425,34.436,1.09351
38.420,35.7978,291.8119,34.378,1.09052
38.440,35.8859,291.9797,34.125,1.08753
38.460,35.9752,292.1486,34.384,1.08454
38.480,36.0657,292.3186,34.666,1.08156
38.500,36.1564,292.4879,34.564,1.07857
38.520,36.2479,292.6573,34.658,1.07559
38.540,36.3399,292.8263,34.631,1.07261
38.560,36.4324,292.9952,34.675,1.06962
38.580,36.5262,293.1652,34.951,1.06664
38.600,36.6204,293.3347,34.903,1.06366
38.620,36.7160,293.5055,35.225,1.06068
38.640,36.8119,293.6758,35.173,1.05770
38.660,36.9083,293.8456,35.156,1.05472
38.680,37.0061,294.0169,35.497,1.05175
38.700,37.1046,294.1880,35.546,1.04877
38.720,37.2025,294.3572,35.180,1.04579
38.740,37.3011,294.5262,35.221,1.04282
38.760,37.3995,294.6938,34.990,1.03985
38.780,37.4976,294.8597,34.691,1.03687
38.800,37.5957,295.0245,34.521,1.03390
38.820,37.6944,295.1893,34.580,1.03093
38.840,37.7931,295.3529,34.379,1.02796
38.860,37.8915,295.5149,34.127,1.02499
38.880,37.9902,295.6763,34.059,1.02203
38.900,38.0896,295.8378,34.132,1.01906
38.920,38.1891,295.9984,34.006,1.01609
38.940,38.2884,296.1576,33.771,1.01313
38.960,38.3870,296.3147,33.380,1.01017
38.980,38.4857,296.4708,33.240,1.00721
39.000,38.5852,296.6273,33.392,1.00424
39.020,38.6858,296.7844,33.573,1.00129
39.040,38.7873,296.9418,33.715,0.99833
39.060,38.8891,297.0988,33.683,0.99537
39.080,38.9915,297.2556,33.707,0.99242
39.100,39.0950,297.4132,33.935,0.98946
39.120,39.1985,297.5697,33.778,0.98651
39.140,39.3027,297.7262,33.844,0.98356
39.160,39.4063,297.8809,33.507,0.98061
39.180,39.5107,298.0358,33.630,0.97766
39.200,39.6154,298.1900,33.549,0.97471
39.220,39.7198,298.3430,33.341,0.97177
39.240,39.8251,298.4963,33.480,0.96882
39.260,39.9303,298.6484,33.280,0.96588
39.280,40.0354,298.7995,33.124,0.96294
39.300,40.1418,298.9515,33.400,0.96000
39.320,40.2481,299.1023,33.212,0.95706
39.340,40.3544,299.2523,33.094,0.95412
39.360,40.4608,299.4014,32.971,0.95118
39.380,40.5680,299.5509,33.112,0.94825
39.400,40.6747,299.6985,32.782,0.94532
39.420,40.7824,299.8468,33.007,0.94239
39.440,40.8905,299.9947,32.963,0.93946
39.460,40.9989,300.1419,32.906,0.93653
39.480,41.1071,300.2881,32.745,0.93360
39.500,41.2157,300.4339,32.718,0.93068
39.520,41.3255,300.5806,32.983,0.92776
39.540,41.4360,300.7271,33.021,0.92484
39.560,41.5463,300.8725,32.854,0.92192
39.580,41.6568,301.0173,32.791,0.91900
39.600,41.7680,301.1622,32.887,0.91608
39.620,41.8798,301.3069,32.903,0.91317
39.640,41.9918,301.4510,32.856,0.91026
39.660,42.1045,301.5953,32.965,0.90735
39.680,42.2180,301.7396,33.030,0.90444
39.700,42.3311,301.8827,32.836,0.90153
39.720,42.4435,302.0239,32.491,0.89863
39.740,42.5567,302.1652,32.582,0.89572
39.760,42.6714,302.3076,32.916,0.89282
39.780,42.7860,302.4491,32.768,0.88992
39.800,42.9009,302.5901,32.743,0.88703
39.820,43.0170,302.7318,32.987,0.88413
39.840,43.1347,302.8746,33.300,0.88124
39.860,43.2529,303.0170,33.311,0.87835
39.880,43.3722,303.1601,33.536,0.87546
39.900,43.4925,303.3033,33.671,0.87257
39.920,43.6128,303.4459,33.571,0.86969
39.940,43.7322,303.5865,33.208,0.86680
39.960,43.8515,303.7261,33.044,0.86392
39.980,43.9713,303.8656,33.111,0.86104
40.000,44.0919,304.0051,33.186,0.85817
40.020,44.2125,304.1439,33.096,0.85529
40.040,44.3329,304.2817,32.941,0.85242
40.060,44.4527,304.4179,32.653,0.84955
40.080,44.5718,304.5525,32.351,0.84668
40.100,44.6912,304.6867,32.329,0.84382
40.120,44.8099,304.8194,32.046,0.84095
40.140,44.9289,304.9517,32.043,0.83809
40.160,45.0478,305.0831,31.899,0.83523
40.180,45.1668,305.2139,31.822,0.83237
40.200,45.2877,305.3459,32.205,0.82952
40.220,45.4089,305.4775,32.214,0.82667
40.240,45.5302,305.6086,32.152,0.82382
40.260,45.6518,305.7392,32.121,0.82097
40.280,45.7728,305.8683,31.855,0.81812
40.300,45.8951,305.9981,32.096,0.81528
40.320,46.0183,306.1282,32.249,0.81244
40.340,46.1415,306.2575,32.153,0.80960
40.360,46.2653,306.3867,32.195,0.80677
40.380,46.3889,306.5150,32.074,0.80393
40.400,46.5132,306.6432,32.145,0.80110
40.420,46.6369,306.7702,31.903,0.79828
40.440,46.7611,306.8969,31.951,0.79545
40.460,46.8868,307.0244,32.222,0.79263
40.480,47.0131,307.1519,32.302,0.78981
40.500,47.1394,307.2786,32.196,0.78699
40.520,47.2667,307.4055,32.367,0.78417
40.540,47.3958,307.5336,32.718,0.78136
40.560,47.5257,307.6617,32.849,0.77855
40.580,47.6560,307.7896,32.867,0.77574
40.600,47.7862,307.9165,32.722,0.77294
40.620,47.9170,308.0434,32.801,0.77013
40.640,48.0495,308.1712,33.147,0.76734
40.660,48.1810,308.2973,32.784,0.76454
40.680,48.3135,308.4237,32.960,0.76174
40.700,48.4464,308.5498,32.986,0.75895
40.720,48.5809,308.6766,33.259,0.75616
40.740,48.7155,308.8029,33.236,0.75338
40.760,48.8490,308.9273,32.846,0.75060
40.780,48.9842,309.0528,33.205,0.74782
40.800,49.1190,309.1771,32.996,0.74504
40.820,49.2546,309.3015,33.140,0.74226
40.840,49.3906,309.4255,33.117,0.73949
40.860,49.5268,309.5491,33.110,0.73672
40.880,49.6635,309.6724,33.135,0.73396
40.900,49.8001,309.7950,33.037,0.73119
40.920,49.9372,309.9173,33.070,0.72843
40.940,50.0749,310.0394,33.126,0.72568
40.960,50.2135,310.1617,33.270,0.72292
40.980,50.3525,310.2837,33.292,0.72017
41.000,50.4921,310.4055,33.350,0.71742
41.020,50.6331,310.5278,33.589,0.71468
41.040,50.7737,310.6491,33.426,0.71194
41.060,50.9146,310.7701,33.439,0.70920
41.080,51.0563,310.8910,33.525,0.70646
41.100,51.1991,311.0121,33.711,0.70373
41.120,51.3422,311.1329,33.700,0.70100
41.140,51.4857,311.2533,33.718,0.69827
41.160,51.6292,311.3731,33.656,0.69555
41.180,51.7740,311.4934,33.879,0.69283
41.200,51.9189,311.6130,33.821,0.69011
41.220,52.0647,311.7326,33.945,0.68739
41.240,52.2107,311.8518,33.926,0.68468
41.260,52.3570,311.9707,33.932,0.68198
41.280,52.5027,312.0883,33.712,0.67927
41.300,52.6488,312.2056,33.722,0.67657
41.320,52.7952,312.3225,33.717,0.67387
41.340,52.9407,312.4381,33.450,0.67118
41.360,53.0860,312.5528,33.316,0.66849
41.380,53.2312,312.6668,33.235,0.66580
41.400,53.3755,312.7796,32.959,0.66311
41.420,53.5191,312.8911,32.740,0.66043
41.440,53.6642,313.0032,33.005,0.65775
41.460,53.8088,313.1143,32.819,0.65508
41.480,53.9530,313.2245,32.665,0.65241
41.500,54.0964,313.3334,32.414,0.64974
41.520,54.2411,313.4427,32.635,0.64708
41.540,54.3867,313.5522,32.800,0.64442
41.560,54.5330,313.6615,32.857,0.64176
41.580,54.6795,313.7704,32.873,0.63910
41.600,54.8260,313.8787,32.784,0.63645
41.620,54.9725,313.9864,32.733,0.63381
41.640,55.1188,314.0933,32.612,0.63116
41.660,55.2659,314.2002,32.730,0.62852
41.680,55.4138,314.3071,32.855,0.62589
41.700,55.5628,314.4142,33.019,0.62326
41.720,55.7137,314.5220,33.388,0.62063
41.740,55.8654,314.6299,33.515,0.61800
41.760,56.0180,314.7378,33.629,0.61538
41.780,56.1716,314.8458,33.810,0.61276
41.800,56.3243,314.9525,33.532,0.61015
41.820,56.4773,315.0589,33.533,0.60754
41.840,56.6293,315.1640,33.261,0.60493
41.860,56.7828,315.2696,33.545,0.60233
41.880,56.9363,315.3745,33.456,0.59973
41.900,57.0914,315.4800,33.775,0.59713
41.920,57.2478,315.5857,33.966,0.59454
41.940,57.4039,315.6907,33.867,0.59195
41.960,57.5589,315.7943,33.568,0.58937
41.980,57.7133,315.8969,33.366,0.58679
42.000,57.8688,315.9998,33.553,0.58421
42.020,58.0242,316.1020,33.495,0.58164
42.040,58.1788,316.2030,33.228,0.57907
42.060,58.3333,316.3035,33.188,0.57650
42.080,58.4896,316.4045,33.493,0.57394
42.100,58.6475,316.5060,33.782,0.57138
42.120,58.8052,316.6069,33.697,0.56883
42.140,58.9634,316.7075,33.753,0.56628
42.160,59.1224,316.8080,33.863,0.56373
42.180,59.2805,316.9073,33.597,0.56119
42.200,59.4383,317.0060,33.501,0.55866
42.220,59.5960,317.1040,33.428,0.55612
42.240,59.7543,317.2019,33.500,0.55359
42.260,59.9124,317.2990,33.409,0.55107
42.280,60.0696,317.3951,33.157,0.54854
42.300,60.2273,317.4909,33.215,0.54603
42.320,60.3847,317.5860,33.100,0.54351
42.340,60.5413,317.6801,32.879,0.54100
42.360,60.6970,317.7731,32.658,0.53850
42.380,60.8528,317.8657,32.618,0.53600
42.400,61.0101,317.9586,32.879,0.53350
42.420,61.1675,318.0510,32.848,0.53101
42.440,61.3260,318.1435,33.041,0.52852
42.460,61.4828,318.2346,32.637,0.52604
42.480,61.6391,318.3248,32.486,0.52356
42.500,61.7945,318.4140,32.259,0.52108
42.520,61.9500,318.5027,32.210,0.51861
42.540,62.1063,318.5914,32.349,0.51614
42.560,62.2623,318.6795,32.250,0.51368
42.580,62.4175,318.7665,32.026,0.51122
42.600,62.5737,318.8536,32.197,0.50877
42.620,62.7295,318.9400,32.060,0.50632
42.640,62.8857,319.0261,32.109,0.50387
42.660,63.0415,319.1116,31.989,0.50143
42.680,63.1980,319.1969,32.082,0.49899
42.700,63.3544,319.2816,32.013,0.49656
42.720,63.5116,319.3663,32.156,0.49413
42.740,63.6697,319.4510,32.268,0.49171
42.760,63.8299,319.5363,32.668,0.48929
42.780,63.9902,319.6211,32.653,0.48687
42.800,64.1499,319.7052,32.478,0.48446
42.820,64.3087,319.7883,32.269,0.48206
42.840,64.4672,319.8707,32.161,0.47965
42.860,64.6263,319.9530,32.229,0.47726
42.880,64.7849,320.0345,32.100,0.47486
42.900,64.9450,320.1164,32.374,0.47248
42.920,65.1055,320.1979,32.410,0.47009
42.940,65.2654,320.2787,32.234,0.46771
42.960,65.4250,320.3588,32.151,0.46534
42.980,65.5842,320.4383,32.036,0.46297
43.000,65.7438,320.5175,32.068,0.46060
43.020,65.9027,320.5958,31.883,0.45824
43.040,66.0629,320.6744,32.114,0.45589
43.060,66.2229,320.7524,32.050,0.45354
43.080,66.3830,320.8299,32.007,0.45119
43.100,66.5440,320.9075,32.173,0.44885
43.120,66.7045,320.9843,32.039,0.44651
43.140,66.8652,321.0608,32.038,0.44418
43.160,67.0278,321.1377,32.361,0.44185
43.180,67.1908,321.2144,32.435,0.43953
43.200,67.3543,321.2908,32.488,0.43721
43.220,67.5176,321.3666,32.402,0.43490
43.240,67.6801,321.4417,32.223,0.43259
43.260,67.8444,321.5171,32.538,0.43028
43.280,68.0087,321.5921,32.509,0.42798
43.300,68.1749,321.6674,32.851,0.42569
43.320,68.3407,321.7421,32.728,0.42340
43.340,68.5078,321.8170,32.953,0.42112
43.360,68.6749,321.8913,32.916,0.41884
43.380,68.8425,321.9655,32.992,0.41656
43.400,69.0114,322.0398,33.211,0.41429
43.420,69.1808,322.1138,33.290,0.41203
43.440,69.3512,322.1878,33.434,0.40977
43.460,69.5203,322.2608,33.153,0.40751
43.480,69.6891,322.3333,33.070,0.40526
43.500,69.8600,322.4061,33.438,0.40301
43.520,70.0309,322.4785,33.397,0.40077
43.540,70.2022,322.5506,33.454,0.39854
43.560,70.3735,322.6223,33.425,0.39631
43.580,70.5443,322.6934,33.313,0.39408
43.600,70.7140,322.7635,33.044,0.39186
43.620,70.8828,322.8328,32.839,0.38965
43.640,71.0532,322.9023,33.142,0.38744
43.660,71.2238,322.9715,33.127,0.38523
43.680,71.3934,323.0398,32.913,0.38303
43.700,71.5623,323.1075,32.751,0.38084
43.720,71.7322,323.1751,32.908,0.37865
43.740,71.9013,323.2419,32.737,0.37646
43.760,72.0700,323.3082,32.625,0.37428
43.780,72.2378,323.3737,32.424,0.37211
43.800,72.4046,323.4383,32.197,0.36994
43.820,72.5730,323.5033,32.494,0.36778
43.840,72.7415,323.5677,32.469,0.36562
43.860,72.9098,323.6318,32.411,0.36347
43.880,73.0777,323.6952,32.302,0.36132
43.900,73.2463,323.7585,32.431,0.35917
43.920,73.4152,323.8215,32.442,0.35704
43.940,73.5845,323.8842,32.494,0.35490
43.960,73.7540,323.9467,32.519,0.35278
43.980,73.9233,324.0086,32.455,0.35065
44.000,74.0924,324.0700,32.368,0.34854
44.020,74.2599,324.1305,32.056,0.34643
44.040,74.4270,324.1904,31.967,0.34432
44.060,74.5964,324.2508,32.357,0.34222
44.080,74.7647,324.3103,32.134,0.34012
44.100,74.9331,324.3695,32.134,0.33803
44.120,75.1020,324.4285,32.195,0.33595
44.140,75.2721,324.4875,32.410,0.33387
44.160,75.4448,324.5470,32.888,0.33180
44.180,75.6173,324.6060,32.817,0.32973
44.200,75.7891,324.6644,32.659,0.32767
44.220,75.9620,324.7228,32.850,0.32561
44.240,76.1352,324.7809,32.888,0.32356
44.260,76.3105,324.8393,33.249,0.32151
44.280,76.4865,324.8975,33.380,0.31947
44.300,76.6621,324.9552,33.260,0.31743
44.320,76.8376,325.0124,33.224,0.31540
44.340,77.0136,325.0695,33.300,0.31338
44.360,77.1901,325.1263,33.390,0.31136
44.380,77.3658,325.1824,33.186,0.30935
44.400,77.5396,325.2376,32.840,0.30734
44.420,77.7121,325.2920,32.551,0.30534
44.440,77.8853,325.3462,32.662,0.30334
44.460,78.0584,325.4000,32.635,0.30135
44.480,78.2299,325.4529,32.304,0.29937
44.500,78.4010,325.5054,32.205,0.29739
44.520,78.5703,325.5569,31.857,0.29541
44.540,78.7395,325.6080,31.809,0.29344
44.560,78.9079,325.6585,31.653,0.29148
44.580,79.0759,325.7086,31.553,0.28952
44.600,79.2439,325.7583,31.538,0.28757
44.620,79.4122,325.8077,31.571,0.28563
44.640,79.5806,325.8568,31.581,0.28369
44.660,79.7504,325.9059,31.814,0.28175
44.680,79.9226,325.9554,32.246,0.27982
44.700,80.0957,326.0048,32.400,0.27790
44.720,80.2687,326.0538,32.365,0.27598
44.740,80.4425,326.1027,32.501,0.27407
44.760,80.6157,326.1510,32.370,0.27217
44.780,80.7882,326.1988,32.221,0.27027
44.800,80.9600,326.2460,32.064,0.26837
44.820,81.1321,326.2930,32.117,0.26649
44.840,81.3055,326.3400,32.340,0.26460
44.860,81.4812,326.3873,32.740,0.26273
44.880,81.6582,326.4345,32.979,0.26086
44.900,81.8360,326.4816,33.104,0.25899
44.920,82.0132,326.5282,32.980,0.25713
44.940,82.1905,326.5745,32.994,0.25528
44.960,82.3685,326.6206,33.092,0.25343
44.980,82.5464,326.6663,33.070,0.25159
45.000,82.7263,326.7122,33.405,0.24976
45.020,82.9054,326.7575,33.258,0.24793
45.040,83.0839,326.8024,33.129,0.24611
45.060,83.2628,326.8470,33.197,0.24429
45.080,83.4438,326.8917,33.559,0.24248
45.100,83.6231,326.9358,33.232,0.24067
45.120,83.8017,326.9792,33.080,0.23887
45.140,83.9816,327.0227,33.312,0.23708
45.160,84.1609,327.0657,33.190,0.23529
45.180,84.3423,327.1088,33.560,0.23351
45.200,84.5229,327.1515,33.413,0.23174
45.220,84.7047,327.1940,33.606,0.22997
45.240,84.8865,327.2362,33.590,0.22820
45.260,85.0688,327.2782,33.672,0.22645
45.280,85.2501,327.3197,33.486,0.22470
45.300,85.4300,327.3605,33.197,0.22295
45.320,85.6107,327.4011,33.336,0.22121
45.340,85.7909,327.4413,33.241,0.21948
45.360,85.9703,327.4810,33.076,0.21775
45.380,86.1487,327.5202,32.877,0.21603
45.400,86.3262,327.5588,32.689,0.21432
45.420,86.5050,327.5974,32.932,0.21261
45.440,86.6830,327.6355,32.766,0.21091
45.460,86.8606,327.6732,32.669,0.20921
45.480,87.0401,327.7110,33.023,0.20752
45.500,87.2193,327.7484,32.945,0.20584
45.520,87.3985,327.7855,32.944,0.20416
45.540,87.5781,327.8224,33.010,0.20249
45.560,87.7575,327.8589,32.957,0.20083
45.580,87.9363,327.8950,32.833,0.19917
45.600,88.1164,327.9310,33.063,0.19752
45.620,88.2969,327.9669,33.121,0.19587
45.640,88.4768,328.0023,33.007,0.19423
45.660,88.6555,328.0371,32.758,0.19260
45.680,88.8330,328.0714,32.549,0.19097
45.700,89.0096,328.1053,32.365,0.18935
45.720,89.1841,328.1384,31.977,0.18774
45.740,89.3599,328.1715,32.188,0.18613
45.760,89.5358,328.2043,32.207,0.18453
45.780,89.7122,328.2370,32.303,0.18293
45.800,89.8874,328.2691,32.048,0.18134
45.820,90.0620,328.3008,31.961,0.17976
45.840,90.2366,328.3323,31.917,0.17819
45.860,90.4112,328.3634,31.931,0.17662
45.880,90.5857,328.3943,31.894,0.17505
45.900,90.7590,328.4247,31.670,0.17350
45.920,90.9334,328.4550,31.866,0.17194
45.940,91.1086,328.4851,31.994,0.17040
45.960,91.2839,328.5150,32.008,0.16886
45.980,91.4602,328.5448,32.193,0.16733
46.000,91.6378,328.5745,32.411,0.16581
46.020,91.8168,328.6042,32.662,0.16429
46.040,91.9960,328.6336,32.691,0.16278
46.060,92.1750,328.6627,32.634,0.16127
46.080,92.3535,328.6915,32.548,0.15977
46.100,92.5329,328.7201,32.708,0.15828
46.120,92.7117,328.7484,32.582,0.15679
46.140,92.8897,328.7762,32.418,0.15531
46.160,93.0682,328.8039,32.518,0.15384
46.180,93.2473,328.8314,32.612,0.15238
46.200,93.4270,328.8588,32.726,0.15092
46.220,93.6060,328.8857,32.573,0.14946
46.240,93.7852,328.9124,32.628,0.14802
46.260,93.9655,328.9390,32.792,0.14658
46.280,94.1453,328.9653,32.706,0.14514
46.300,94.3248,328.9913,32.658,0.14371
46.320,94.5041,329.0170,32.604,0.14229
46.340,94.6850,329.0426,32.878,0.14088
46.360,94.8667,329.0682,33.040,0.13947
46.380,95.0472,329.0932,32.798,0.13807
46.400,95.2262,329.1179,32.525,0.13668
46.420,95.4059,329.1423,32.642,0.13529
46.440,95.5854,329.1665,32.603,0.13391
46.460,95.7655,329.1905,32.699,0.13254
46.480,95.9458,329.2143,32.747,0.13117
46.500,96.1272,329.2380,32.929,0.12981
46.520,96.3071,329.2612,32.636,0.12846
46.540,96.4864,329.2841,32.537,0.12711
46.560,96.6660,329.3068,32.583,0.12577
46.580,96.8458,329.3293,32.625,0.12444
46.600,97.0247,329.3515,32.454,0.12311
46.620,97.2032,329.3733,32.359,0.12179
46.640,97.3811,329.3948,32.254,0.12047
46.660,97.5590,329.4162,32.262,0.11917
46.680,97.7377,329.4373,32.388,0.11787
46.700,97.9162,329.4582,32.338,0.11657
46.720,98.0945,329.4789,32.311,0.11529
46.740,98.2707,329.4990,31.934,0.11401
46.760,98.4460,329.5189,31.743,0.11274
46.780,98.6231,329.5387,32.076,0.11147
46.800,98.7985,329.5581,31.768,0.11021
46.820,98.9753,329.5775,32.013,0.10896
46.840,99.1518,329.5965,31.960,0.10771
46.860,99.3264,329.6152,31.606,0.10647
46.880,99.5025,329.6338,31.869,0.10524
46.900,99.6798,329.6523,32.100,0.10402
46.920,99.8567,329.6706,32.009,0.10280
46.940,100.0345,329.6887,32.165,0.10159
46.960,100.2119,329.7066,32.101,0.10038
46.980,100.3895,329.7242,32.111,0.09918
47.000,100.5672,329.7417,32.140,0.09799
47.020,100.7446,329.7589,32.099,0.09681
47.040,100.9227,329.7760,32.193,0.09563
47.060,101.1011,329.7929,32.263,0.09446
47.080,101.2791,329.8096,32.169,0.09330
47.100,101.4573,329.8260,32.222,0.09214
47.120,101.6351,329.8423,32.128,0.09099
47.140,101.8130,329.8583,32.152,0.08985
47.160,101.9904,329.8741,32.063,0.08872
47.180,102.1679,329.8897,32.080,0.08759
47.200,102.3471,329.9052,32.368,0.08647
47.220,102.5256,329.9205,32.251,0.08535
47.240,102.7027,329.9354,31.987,0.08424
47.260,102.8814,329.9503,32.274,0.08314
47.280,103.0604,329.9650,32.327,0.08205
47.300,103.2387,329.9795,32.210,0.08096
47.320,103.4168,329.9938,32.165,0.07988
47.340,103.5941,330.0077,32.000,0.07881
47.360,103.7722,330.0216,32.169,0.07774
47.380,103.9511,330.0354,32.298,0.07668
47.400,104.1307,330.0490,32.411,0.07563
47.420,104.3105,330.0624,32.450,0.07459
47.440,104.4882,330.0755,32.081,0.07355
47.460,104.6648,330.0883,31.868,0.07252
47.480,104.8417,330.1010,31.919,0.07150
47.500,105.0159,330.1133,31.441,0.07048
47.520,105.1901,330.1254,31.427,0.06947
47.540,105.3632,330.1373,31.242,0.06847
47.560,105.5370,330.1490,31.356,0.06747
47.580,105.7107,330.1606,31.321,0.06648
47.600,105.8854,330.1721,31.511,0.06550
47.620,106.0604,330.1834,31.572,0.06453
47.640,106.2356,330.1945,31.593,0.06356
47.660,106.4098,330.2054,31.418,0.06260
47.680,106.5846,330.2162,31.530,0.06165
47.700,106.7618,330.2270,31.959,0.06070
47.720,106.9373,330.2375,31.651,0.05977
47.740,107.1118,330.2478,31.467,0.05883
47.760,107.2880,330.2580,31.766,0.05791
47.780,107.4647,330.2681,31.858,0.05699
47.800,107.6411,330.2780,31.805,0.05608
47.820,107.8184,330.2878,31.946,0.05518
47.840,107.9959,330.2974,32.006,0.05428
47.860,108.1728,330.3069,31.888,0.05340
47.880,108.3491,330.3161,31.768,0.05251
47.900,108.5262,330.3253,31.922,0.05164
47.920,108.7036,330.3343,31.984,0.05077
47.940,108.8822,330.3432,32.178,0.04991
47.960,109.0614,330.3520,32.295,0.04906
47.980,109.2400,330.3606,32.185,0.04821
48.000,109.4201,330.3692,32.459,0.04738
48.020,109.5993,330.3775,32.293,0.04655
48.040,109.7781,330.3857,32.211,0.04572
48.060,109.9560,330.3937,32.070,0.04491
48.080,110.1326,330.4015,31.818,0.04410
48.100,110.3099,330.4092,31.930,0.04329
48.120,110.4860,330.4167,31.741,0.04250
48.140,110.6615,330.4240,31.618,0.04171
48.160,110.8380,330.4312,31.787,0.04093
48.180,111.0153,330.4384,31.943,0.04016
48.200,111.1920,330.4453,31.831,0.03939
48.220,111.3674,330.4521,31.596,0.03863
48.240,111.5427,330.4587,31.577,0.03788
48.260,111.7164,330.4652,31.289,0.03714
48.280,111.8891,330.4715,31.107,0.03640
48.300,112.0615,330.4776,31.038,0.03567
48.320,112.2336,330.4837,31.009,0.03495
48.340,112.4052,330.4895,30.909,0.03423
48.360,112.5767,330.4953,30.883,0.03352
48.380,112.7496,330.5010,31.132,0.03282
48.400,112.9231,330.5065,31.245,0.03213
48.420,113.0979,330.5120,31.493,0.03145
48.440,113.2737,330.5174,31.654,0.03077
48.460,113.4497,330.5227,31.696,0.03010
48.480,113.6245,330.5279,31.478,0.02943
48.500,113.7980,330.5329,31.237,0.02877
48.520,113.9714,330.5378,31.233,0.02813
